intron_group	seqnames	start	end	width	strand	gene_name	gene_id	SpliceLeft	SpliceRight	SpliceMax	intronicCount	SIRratio
127432	10	22642063	22646218	4156	-	PIP4K2A	ENSG00000150867	0	0	0	37	0.00506260442236072
127433	10	22646273	22659609	13337	-	PIP4K2A	ENSG00000150867	0	0	0	55	0.00236241339829077
127434	10	22659731	22661742	2012	-	PIP4K2A	ENSG00000150867	0	0	0	18	0.00492371583781117
127435	10	22661876	22691621	29746	-	PIP4K2A	ENSG00000150867	0	0	0	132	0.00253620657065567
127436	10	22966319	22970096	3778	-	AL139815.1	ENSG00000286924	0	0	0	0	0
127437	10	22970163	22995703	25541	-	AL139815.1	ENSG00000286924	0	0	0	0	0
127438	10	22995819	22997845	2027	-	AL139815.1	ENSG00000286924	0	0	0	0	0
127439	10	22997925	23068185	70261	-	AL139815.1	ENSG00000286924	0	0	0	2	1
127440	10	23069569	23094819	25251	-	AL139815.1	ENSG00000286924	0	0	0	1	1
127441	10	23204256	23223597	19342	-	C10orf67	ENSG00000179133	0	0	0	0	0
127442	10	23223659	23223743	85	-	C10orf67	ENSG00000179133	0	0	0	0	0
127443	10	23223819	23239728	15910	-	C10orf67	ENSG00000179133	0	0	0	1	1
127444	10	23239817	23250449	10633	-	C10orf67	ENSG00000179133	0	0	0	0	0
127445	10	23250521	23250611	91	-	C10orf67	ENSG00000179133	0	0	0	0	0
127446	10	23250692	23266261	15570	-	C10orf67	ENSG00000179133	0	0	0	0	0
127447	10	23266427	23267194	768	-	C10orf67	ENSG00000179133	0	0	0	0	0
127448	10	23267255	23282012	14758	-	C10orf67	ENSG00000179133	0	0	0	0	0
127449	10	23282079	23289899	7821	-	C10orf67	ENSG00000179133	0	0	0	0	0
127450	10	23289959	23291131	1173	-	C10orf67	ENSG00000179133	0	0	0	0	0
127451	10	23302961	23303303	343	-	C10orf67	ENSG00000179133	0	0	0	0	0
127452	10	23318919	23320740	1822	-	C10orf67	ENSG00000179133	0	0	0	0	0
127453	10	23320816	23322393	1578	-	C10orf67	ENSG00000179133	0	0	0	0	0
127454	10	23322538	23333061	10524	-	C10orf67	ENSG00000179133	0	0	0	0	0
127455	10	23333183	23343905	10723	-	C10orf67	ENSG00000179133	0	0	0	0	0
127456	10	24412819	24416375	3557	-	AL356113.1	ENSG00000286951	0	0	0	1	1
127457	10	24586107	24589270	3164	-	ARHGAP21	ENSG00000107863	33	33	33	16	0.0204609585303159
127458	10	24589303	24590205	903	-	ARHGAP21	ENSG00000107863	0	0	0	5	0.021666796743402
127459	10	24590551	24591224	674	-	ARHGAP21	ENSG00000107863	0	0	0	6	0.0366110590699466
127460	10	24591331	24591641	311	-	ARHGAP21	ENSG00000107863	31	54	54	6	0.0508817803723511
127461	10	24591684	24591886	203	-	ARHGAP21	ENSG00000107863	45	45	45	0	0
127462	10	24592013	24594949	2937	-	ARHGAP21	ENSG00000107863	51	51	51	5	0.00691538984280991
127463	10	24595040	24595116	77	-	ARHGAP21	ENSG00000107863	62	62	62	0	0
127464	10	24595191	24595716	526	-	ARHGAP21	ENSG00000107863	42	42	42	1	0.0070187807108148
127465	10	24595796	24595887	92	-	ARHGAP21	ENSG00000107863	29	29	29	0	0
127466	10	24596044	24596739	696	-	ARHGAP21	ENSG00000107863	38	38	38	12	0.063454452254455
127467	10	24596883	24597446	564	-	ARHGAP21	ENSG00000107863	47	47	47	1	0.00696446117004588
127468	10	24597584	24597944	361	-	ARHGAP21	ENSG00000107863	40	40	40	0	0
127469	10	24598010	24600645	2636	-	ARHGAP21	ENSG00000107863	38	38	38	1	0.00157926006497134
127470	10	24600931	24601977	1047	-	ARHGAP21	ENSG00000107863	31	32	32	11	0.0434048435735922
127471	10	24602104	24604311	2208	-	ARHGAP21	ENSG00000107863	40	40	40	1	0.0018892510784986
127472	10	24604349	24605766	1418	-	ARHGAP21	ENSG00000107863	0	0	0	3	0.00903617026438447
127473	10	24605775	24607498	1724	-	ARHGAP21	ENSG00000107863	0	0	0	0	0
127474	10	24607602	24607744	143	-	ARHGAP21	ENSG00000107863	46	46	46	0	0
127475	10	24607904	24619472	11569	-	ARHGAP21	ENSG00000107863	64	64	64	15	0.00523033842107594
127476	10	24621370	24622732	1363	-	ARHGAP21	ENSG00000107863	0	0	0	3	0.00903617026438447
127477	10	24629863	24629995	133	-	ARHGAP21	ENSG00000107863	2	36	36	0	0
127478	10	24630051	24633401	3351	-	ARHGAP21	ENSG00000107863	25	25	25	4	0.0050240920953762
127479	10	24633481	24635010	1530	-	ARHGAP21	ENSG00000107863	37	37	37	4	0.0102522735028885
127480	10	24635104	24666984	31881	-	ARHGAP21	ENSG00000107863	25	24	25	43	0.00583031678719138
127481	10	24667010	24670217	3208	-	ARHGAP21	ENSG00000107863	29	29	29	3	0.00391793515609184
127482	10	24670398	24706511	36114	-	ARHGAP21	ENSG00000107863	0	0	0	50	0.00624336890055299
127483	10	24714379	24721836	7458	-	ARHGAP21	ENSG00000107863	0	0	0	17	0.0102633336184076
127484	10	24722280	24722485	206	-	ARHGAP21	ENSG00000107863	10	1	10	1	0.0147431695327692
127485	10	24849892	24851387	1496	-	PRTFDC1	ENSG00000099256	7	5	7	2	0.0208315763295569
127486	10	24851465	24855317	3853	-	PRTFDC1	ENSG00000099256	9	11	11	0	0
127487	10	24855365	24856912	1548	-	PRTFDC1	ENSG00000099256	10	10	10	0	0
127488	10	24856996	24858391	1396	-	PRTFDC1	ENSG00000099256	11	11	11	2	0.0194193554751388
127489	10	24858410	24871997	13588	-	PRTFDC1	ENSG00000099256	11	11	11	3	0.00326223045212833
127490	10	24908686	24937183	28498	-	PRTFDC1	ENSG00000099256	6	11	11	29	0.0148961078122926
127491	10	24937368	24942329	4962	-	PRTFDC1	ENSG00000099256	6	6	6	1	0.00314482879034659
127492	10	24942437	24952527	10091	-	PRTFDC1	ENSG00000099256	17	17	17	8	0.0105144544365414
127493	10	24982771	24984209	1439	-	ENKUR	ENSG00000151023	0	0	0	0	0
127494	10	24984377	24984735	359	-	ENKUR	ENSG00000151023	0	0	0	0	0
127495	10	24984906	24990462	5557	-	ENKUR	ENSG00000151023	0	0	0	0	0
127496	10	24990610	24995645	5036	-	ENKUR	ENSG00000151023	0	0	0	1	1
127497	10	24995870	24999400	3531	-	ENKUR	ENSG00000151023	0	0	0	0	0
127498	10	24999547	25015859	16313	-	ENKUR	ENSG00000151023	0	0	0	3	1
127499	10	25061370	25062181	812	-	ENKUR	ENSG00000151023	0	0	0	0	0
127500	10	25159904	25175675	15772	-	GPR158-AS1	ENSG00000233642	0	0	0	1	1
127501	10	25244142	25244548	407	-	AL354976.1	ENSG00000274242	0	0	0	0	0
127502	10	25924522	25925992	1471	-	AL358612.1	ENSG00000226304	0	0	0	0	0
127503	10	25926189	25932307	6119	-	AL358612.1	ENSG00000226304	0	0	0	0	0
127504	10	25932362	25933553	1192	-	AL358612.1	ENSG00000226304	0	0	0	0	0
127505	10	26380479	26386338	5860	-	AL355798.1	ENSG00000284951	0	0	0	36	1
127506	10	26386412	26386818	407	-	AL355798.1	ENSG00000284951	0	0	0	2	1
127507	10	26577848	26578835	988	-	AL160287.1	ENSG00000236894	0	0	0	7	1
127508	10	26578903	26579193	291	-	AL160287.1	ENSG00000236894	0	0	0	1	1
127509	10	26601207	26602325	1119	-	AL160287.1	ENSG00000236894	0	0	0	0	0
127510	10	26602494	26605586	3093	-	AL160287.1	ENSG00000236894	0	0	0	2	1
127511	10	26605657	26608382	2726	-	AL160287.1	ENSG00000236894	0	0	0	2	1
127512	10	26608471	26617271	8801	-	AL160287.1	ENSG00000236894	0	0	0	1	1
127513	10	26617381	26617642	262	-	AL160287.1	ENSG00000236894	0	0	0	0	0
127514	10	26617777	26622068	4292	-	AL160287.1	ENSG00000236894	0	0	0	0	0
127515	10	26664393	26667566	3174	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127516	10	26667647	26668406	760	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127517	10	26668495	26676115	7621	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127518	10	26676160	26679592	3433	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127519	10	26679739	26680937	1199	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127520	10	26681105	26683867	2763	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127521	10	26683938	26686541	2604	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127522	10	26686630	26691787	5158	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127523	10	26691917	26692681	765	-	SELENOOLP	ENSG00000227932	0	0	0	0	0
127524	10	26692801	26697023	4223	-	SELENOOLP	ENSG00000227932	0	0	0	4	1
127525	10	26748746	26751597	2852	-	ABI1	ENSG00000136754	334	334	334	25	0.00515080220581961
127526	10	26751784	26755654	3871	-	ABI1	ENSG00000136754	532	2	532	582	0.0707442034694261
127527	10	26755742	26759061	3320	-	ABI1	ENSG00000136754	4	257	257	215	0.0375746506018867
127528	10	26759239	26763879	4641	-	ABI1	ENSG00000136754	0	0	0	332	0.0483404593602945
127529	10	26763961	26765217	1257	-	ABI1	ENSG00000136754	1	451	451	66	0.0279264318790956
127530	10	26765319	26768851	3533	-	ABI1	ENSG00000136754	481	465	481	60	0.00991125632880313
127531	10	26768993	26770244	1252	-	ABI1	ENSG00000136754	431	448	448	10	0.004501746587737
127532	10	26770346	26771074	729	-	ABI1	ENSG00000136754	495	115	495	11	0.00874830983319559
127533	10	26771090	26777064	5975	-	ABI1	ENSG00000136754	99	477	477	87	0.00865915160706656
127534	10	26823306	26839732	16427	-	ABI1	ENSG00000136754	939	1	939	55	0.00190405155187294
127535	10	26839784	26860746	20963	-	ABI1	ENSG00000136754	2	932	932	115	0.00310589412287324
127536	10	26931563	26934412	2850	-	FAM238C	ENSG00000283709	4	3	4	0	0
127537	10	26934517	26935424	908	-	FAM238C	ENSG00000283709	3	3	3	4	0.155055566241929
127538	10	26935628	26936736	1109	-	FAM238C	ENSG00000283709	0	0	0	10	0.547072755304817
127539	10	26936987	26939295	2309	-	FAM238C	ENSG00000283709	0	0	0	22	0.600457024005592
127540	10	26943492	26943942	451	-	FAM238C	ENSG00000283709	0	0	0	3	0.366320611989362
127541	10	26992006	26995040	3035	-	ANKRD26	ENSG00000107890	0	0	0	33	0.0591449895631597
127542	10	26995148	27005622	10475	-	ANKRD26	ENSG00000107890	0	0	0	115	0.0621417959827971
127543	10	27005724	27006916	1193	-	ANKRD26	ENSG00000107890	38	42	42	4	0.0164389446025943
127544	10	27006963	27012881	5919	-	ANKRD26	ENSG00000107890	42	40	42	12	0.00996997343994181
127545	10	27013111	27014493	1383	-	ANKRD26	ENSG00000107890	36	37	37	4	0.0133731257964055
127546	10	27014712	27017501	2790	-	ANKRD26	ENSG00000107890	27	27	27	8	0.0143946574419067
127547	10	27017793	27022557	4765	-	ANKRD26	ENSG00000107890	25	25	25	5	0.00540495010051811
127548	10	27022688	27024446	1759	-	ANKRD26	ENSG00000107890	33	33	33	0	0
127549	10	27024560	27028851	4292	-	ANKRD26	ENSG00000107890	30	30	30	9	0.0105763591874822
127550	10	27028946	27029285	340	-	ANKRD26	ENSG00000107890	42	41	42	3	0.0320883532003286
127551	10	27029357	27033224	3868	-	ANKRD26	ENSG00000107890	46	46	46	9	0.0113742390566451
127552	10	27033378	27034795	1418	-	ANKRD26	ENSG00000107890	36	36	36	0	0
127553	10	27035753	27037185	1433	-	ANKRD26	ENSG00000107890	33	34	34	0	0
127554	10	27037324	27037870	547	-	ANKRD26	ENSG00000107890	34	34	34	0	0
127555	10	27038055	27039964	1910	-	ANKRD26	ENSG00000107890	58	58	58	1	0.00252487623437835
127556	10	27040179	27043425	3247	-	ANKRD26	ENSG00000107890	33	33	33	3	0.00465144298473375
127557	10	27043568	27044156	589	-	ANKRD26	ENSG00000107890	36	36	36	0	0
127558	10	27044191	27046110	1920	-	ANKRD26	ENSG00000107890	0	0	0	2	0.00558040070786146
127559	10	27046524	27048800	2277	-	ANKRD26	ENSG00000107890	27	47	47	2	0.00416262377225015
127560	10	27048980	27053319	4340	-	ANKRD26	ENSG00000107890	41	39	41	25	0.0278123101071436
127561	10	27053391	27060344	6954	-	ANKRD26	ENSG00000107890	46	46	46	0	0
127562	10	27060418	27060511	94	-	ANKRD26	ENSG00000107890	51	51	51	0	0
127563	10	27060541	27061143	603	-	ANKRD26	ENSG00000107890	42	6	42	3	0.0196327960676374
127564	10	27061243	27063987	2745	-	ANKRD26	ENSG00000107890	6	42	42	12	0.0205898916467677
127565	10	27064082	27066486	2405	-	ANKRD26	ENSG00000107890	21	21	21	7	0.0142839257833509
127566	10	27066549	27067156	608	-	ANKRD26	ENSG00000107890	25	25	25	0	0
127567	10	27067287	27077337	10051	-	ANKRD26	ENSG00000107890	30	30	30	2	0.00101264874112185
127568	10	27077541	27077632	92	-	ANKRD26	ENSG00000107890	41	41	41	0	0
127569	10	27077694	27079088	1395	-	ANKRD26	ENSG00000107890	40	40	40	0	0
127570	10	27079162	27080031	870	-	ANKRD26	ENSG00000107890	33	3	33	1	0.00567860338751799
127571	10	27080179	27080648	470	-	ANKRD26	ENSG00000107890	0	0	0	3	0.0274455094338778
127572	10	27082834	27086538	3705	-	ANKRD26	ENSG00000107890	31	31	31	4	0.0054724147048894
127573	10	27092513	27093348	836	-	ANKRD26	ENSG00000107890	25	28	28	3	0.0170080835713245
127574	10	27093523	27093684	162	-	ANKRD26	ENSG00000107890	58	58	58	0	0
127575	10	27093800	27100084	6285	-	ANKRD26	ENSG00000107890	55	54	55	7	0.0054533948033322
127576	10	27111888	27112081	194	-	YME1L1	ENSG00000136758	1	1	1	975	0.966457739758676
127577	10	27112121	27114520	2400	-	YME1L1	ENSG00000136758	683	683	683	15	0.00241665015746795
127578	10	27114608	27116059	1452	-	YME1L1	ENSG00000136758	648	645	648	17	0.00464329639897673
127579	10	27116134	27116218	85	-	YME1L1	ENSG00000136758	812	816	816	2	0.00540788979542622
127580	10	27116346	27117575	1230	-	YME1L1	ENSG00000136758	694	691	694	23	0.00691307669160953
127581	10	27117728	27119293	1566	-	YME1L1	ENSG00000136758	525	523	525	4	0.00100964058546234
127582	10	27119450	27120434	985	-	YME1L1	ENSG00000136758	499	501	501	14	0.00551878924012296
127583	10	27120548	27121385	838	-	YME1L1	ENSG00000136758	665	663	665	2	0.00091799931163809
127584	10	27121449	27122840	1392	-	YME1L1	ENSG00000136758	940	942	942	17	0.00453958288802553
127585	10	27122974	27123546	573	-	YME1L1	ENSG00000136758	599	600	600	14	0.00950531788997558
127586	10	27123700	27126695	2996	-	YME1L1	ENSG00000136758	264	261	264	93	0.0130358531606233
127587	10	27126787	27129236	2450	-	YME1L1	ENSG00000136758	0	0	0	193	0.0333936233062843
127588	10	27129358	27131858	2501	-	YME1L1	ENSG00000136758	1	356	356	173	0.0277830737709465
127589	10	27131942	27134038	2097	-	YME1L1	ENSG00000136758	349	349	349	6	0.00120254999991007
127590	10	27134123	27134830	708	-	YME1L1	ENSG00000136758	555	555	555	0	0
127591	10	27134982	27136275	1294	-	YME1L1	ENSG00000136758	405	390	405	2	0.000621829968098537
127592	10	27136386	27142386	6001	-	YME1L1	ENSG00000136758	387	364	387	55	0.00374396019222924
127593	10	27142486	27145427	2942	-	YME1L1	ENSG00000136758	257	278	278	18	0.00253459763288196
127594	10	27145591	27147497	1907	-	YME1L1	ENSG00000136758	203	4	203	78	0.0169282562743492
127595	10	27147669	27148905	1237	-	YME1L1	ENSG00000136758	28	245	245	15	0.00469949911811981
127596	10	27149041	27153226	4186	-	YME1L1	ENSG00000136758	445	5	445	24	0.00238657105358549
127597	10	27153282	27154177	896	-	YME1L1	ENSG00000136758	7	447	447	9	0.00416583497028318
127598	10	27197443	27204439	6997	-	ACBD5	ENSG00000107897	44	45	45	34	0.0125574684025845
127599	10	27204550	27205197	648	-	ACBD5	ENSG00000107897	69	69	69	1	0.00341259604973295
127600	10	27205249	27208245	2997	-	ACBD5	ENSG00000107897	119	119	119	5	0.00406470263235439
127601	10	27208446	27210813	2368	-	ACBD5	ENSG00000107897	74	74	74	4	0.00423993646434483
127602	10	27211082	27215534	4453	-	ACBD5	ENSG00000107897	57	57	57	4	0.00230317750394372
127603	10	27215642	27217979	2338	-	ACBD5	ENSG00000107897	88	88	88	3	0.00314427538847799
127604	10	27218184	27219722	1539	-	ACBD5	ENSG00000107897	72	72	72	9	0.0137156422240783
127605	10	27219858	27220372	515	-	ACBD5	ENSG00000107897	44	2	44	2	0.00870339937520214
127606	10	27220465	27223206	2742	-	ACBD5	ENSG00000107897	0	0	0	10	0.00964384376419651
127607	10	27223240	27223337	98	-	ACBD5	ENSG00000107897	16	42	42	1	0.017308624364951
127608	10	27223453	27231747	8295	-	ACBD5	ENSG00000107897	46	46	46	20	0.0062168018611699
127609	10	27235213	27240318	5106	-	ACBD5	ENSG00000107897	76	82	82	11	0.00527915495869511
127610	10	27240485	27240673	189	-	ACBD5	ENSG00000107897	46	39	46	24	0.180415147342054
127611	10	27251181	27251300	120	-	LRRC37A6P	ENSG00000230445	0	0	0	0	0
127612	10	27251512	27257869	6358	-	LRRC37A6P	ENSG00000230445	0	0	0	11	1
127613	10	27257951	27259357	1407	-	LRRC37A6P	ENSG00000230445	0	0	0	0	0
127614	10	27331567	27334169	2603	-	AL355493.1	ENSG00000215409	0	0	0	1	1
127615	10	27336973	27338830	1858	-	AL355493.1	ENSG00000215409	0	0	0	0	0
127616	10	27338938	27340802	1865	-	AL355493.1	ENSG00000215409	0	0	0	0	0
127617	10	27340977	27341138	162	-	AL355493.1	ENSG00000215409	0	0	0	0	0
127618	10	27398354	27399068	715	-	PTCHD3	ENSG00000182077	0	0	0	2	1
127619	10	27399241	27403211	3971	-	PTCHD3	ENSG00000182077	0	0	0	0	0
127620	10	27403358	27411807	8450	-	PTCHD3	ENSG00000182077	0	0	0	0	0
127621	10	27411930	27413161	1232	-	PTCHD3	ENSG00000182077	0	0	0	0	0
127622	10	27675416	27675520	105	-	MKX	ENSG00000150051	0	0	0	0	0
127623	10	27718597	27734455	15859	-	MKX	ENSG00000150051	0	0	0	1	1
127624	10	27734792	27735220	429	-	MKX	ENSG00000150051	0	0	0	0	0
127625	10	27735375	27741344	5970	-	MKX	ENSG00000150051	0	0	0	0	0
127626	10	27741505	27743227	1723	-	MKX	ENSG00000150051	0	0	0	0	0
127627	10	27743498	27745419	1922	-	MKX	ENSG00000150051	0	0	0	0	0
127628	10	27812626	27813272	647	-	ARMC4	ENSG00000169126	0	0	0	0	0
127629	10	27860847	27862433	1587	-	ARMC4	ENSG00000169126	0	0	0	1	1
127630	10	27862623	27907662	45040	-	ARMC4	ENSG00000169126	0	0	0	0	0
127631	10	27907778	27935009	27232	-	ARMC4	ENSG00000169126	0	0	0	0	0
127632	10	27935253	27936725	1473	-	ARMC4	ENSG00000169126	0	0	0	0	0
127633	10	27936881	27939896	3016	-	ARMC4	ENSG00000169126	0	0	0	0	0
127634	10	27940008	27940562	555	-	ARMC4	ENSG00000169126	0	0	0	0	0
127635	10	27940806	27944221	3416	-	ARMC4	ENSG00000169126	0	0	0	0	0
127636	10	27944432	27944815	384	-	ARMC4	ENSG00000169126	0	0	0	0	0
127637	10	27957583	27958837	1255	-	ARMC4	ENSG00000169126	0	0	0	0	0
127638	10	27958973	27961567	2595	-	ARMC4	ENSG00000169126	0	0	0	0	0
127639	10	27961716	27968922	7207	-	ARMC4	ENSG00000169126	0	0	0	0	0
127640	10	27969019	27971107	2089	-	ARMC4	ENSG00000169126	0	0	0	0	0
127641	10	27971314	27981465	10152	-	ARMC4	ENSG00000169126	0	0	0	0	0
127642	10	27981583	27981828	246	-	ARMC4	ENSG00000169126	0	0	0	0	0
127643	10	27983980	27984183	204	-	ARMC4	ENSG00000169126	0	0	0	0	0
127644	10	27984291	27985018	728	-	ARMC4	ENSG00000169126	0	0	0	0	0
127645	10	27985212	27987385	2174	-	ARMC4	ENSG00000169126	0	0	0	0	0
127646	10	27987544	27994918	7375	-	ARMC4	ENSG00000169126	0	0	0	0	0
127647	10	27995181	27995648	468	-	ARMC4	ENSG00000169126	0	0	0	0	0
127648	10	27995724	27997490	1767	-	ARMC4	ENSG00000169126	0	0	0	0	0
127649	10	28054245	28056479	2235	-	MPP7	ENSG00000150054	2	2	2	0	0
127650	10	28056624	28058494	1871	-	MPP7	ENSG00000150054	2	2	2	0	0
127651	10	28058604	28059515	912	-	MPP7	ENSG00000150054	0	0	0	0	0
127652	10	28059744	28069771	10028	-	MPP7	ENSG00000150054	0	0	0	0	0
127653	10	28069853	28089670	19818	-	MPP7	ENSG00000150054	0	0	0	0	0
127654	10	28089842	28119650	29809	-	MPP7	ENSG00000150054	0	0	0	0	0
127655	10	28119716	28120193	478	-	MPP7	ENSG00000150054	0	0	0	0	0
127656	10	28120391	28120593	203	-	MPP7	ENSG00000150054	0	0	0	0	0
127657	10	28120669	28124030	3362	-	MPP7	ENSG00000150054	0	0	0	0	0
127658	10	28124117	28125009	893	-	MPP7	ENSG00000150054	0	0	0	0	0
127659	10	28125092	28131559	6468	-	MPP7	ENSG00000150054	1	1	1	0	0
127660	10	28131692	28147482	15791	-	MPP7	ENSG00000150054	1	1	1	0	0
127661	10	28147564	28149981	2418	-	MPP7	ENSG00000150054	0	0	0	0	0
127662	10	28150060	28202152	52093	-	MPP7	ENSG00000150054	3	3	3	1	0.00130771442603942
127663	10	28202272	28202892	621	-	MPP7	ENSG00000150054	0	0	0	0	0
127664	10	28236940	28238567	1628	-	MPP7	ENSG00000150054	1	2	2	0	0
127665	10	28238736	28254773	16038	-	MPP7	ENSG00000150054	0	0	0	0	0
127666	10	28254877	28280099	25223	-	MPP7	ENSG00000150054	0	0	0	1	0.00640892039062213
127667	10	28280141	28282009	1869	-	MPP7	ENSG00000150054	0	0	0	0	0
127668	10	28330003	28334417	4415	-	MPP7	ENSG00000150054	0	0	0	0	0
127669	10	28339036	28339369	334	-	ZNF101P1	ENSG00000237746	0	0	0	0	0
127670	10	28339901	28340235	335	-	ZNF101P1	ENSG00000237746	0	0	0	0	0
127671	10	28433108	28436141	3034	-	LINC02652	ENSG00000237128	0	0	0	0	0
127672	10	28524612	28525867	1256	-	WAC-AS1	ENSG00000254635	67	1	67	135	0.208097818372402
127673	10	28526009	28531734	5726	-	WAC-AS1	ENSG00000254635	53	7	53	38	0.0199628630506851
127674	10	28792945	28794541	1597	-	LINC00837	ENSG00000235824	0	0	0	0	0
127675	10	29373272	29374275	1004	-	AL158167.1	ENSG00000287402	0	0	0	0	0
127676	10	29374430	29408244	33815	-	AL158167.1	ENSG00000287402	0	0	0	2	1
127677	10	29458334	29458433	100	-	SVIL	ENSG00000197321	1	1	1	11	0.880397196393431
127678	10	29458590	29462276	3687	-	SVIL	ENSG00000197321	1	1	1	57	0.615847074951856
127679	10	29462402	29463491	1090	-	SVIL	ENSG00000197321	7	7	7	10	0.183826976468587
127680	10	29463636	29465594	1959	-	SVIL	ENSG00000197321	1	1	1	23	0.487503123031149
127681	10	29465751	29467741	1991	-	SVIL	ENSG00000197321	0	0	0	35	0.828562584665222
127682	10	29467876	29470275	2400	-	SVIL	ENSG00000197321	2	2	2	29	0.418237372969131
127683	10	29470484	29471137	654	-	SVIL	ENSG00000197321	2	2	2	3	0.176607338344381
127684	10	29473688	29473837	150	-	SVIL	ENSG00000197321	0	0	0	0	0
127685	10	29473990	29475354	1365	-	SVIL	ENSG00000197321	0	0	0	1	0.0396622878930845
127686	10	29475492	29480536	5045	-	SVIL	ENSG00000197321	0	0	0	3	0.0350676180263272
127687	10	29480814	29481583	770	-	SVIL	ENSG00000197321	1	1	1	4	0.223405009037848
127688	10	29481729	29484655	2927	-	SVIL	ENSG00000197321	0	0	0	8	0.161664603284715
127689	10	29484832	29486084	1253	-	SVIL	ENSG00000197321	1	1	1	1	0.0395379357931054
127690	10	29486231	29486409	179	-	SVIL	ENSG00000197321	0	0	0	0	0
127691	10	29486558	29487162	605	-	SVIL	ENSG00000197321	0	0	0	1	0.0791645465631418
127692	10	29487300	29488600	1301	-	SVIL	ENSG00000197321	0	0	0	1	0.0440770115414916
127693	10	29488757	29490846	2090	-	SVIL	ENSG00000197321	0	0	0	0	0
127694	10	29491020	29493213	2194	-	SVIL	ENSG00000197321	5	5	5	1	0.0170912390685644
127695	10	29493392	29494913	1522	-	SVIL	ENSG00000197321	4	4	4	0	0
127696	10	29495001	29495091	91	-	SVIL	ENSG00000197321	0	0	0	0	0
127697	10	29495182	29496396	1215	-	SVIL	ENSG00000197321	0	0	0	0	0
127698	10	29499264	29508341	9078	-	SVIL	ENSG00000197321	0	0	0	1	0.00646796734110248
127699	10	29508390	29512734	4345	-	SVIL	ENSG00000197321	0	0	0	0	0
127700	10	29512862	29522409	9548	-	SVIL	ENSG00000197321	0	0	0	0	0
127701	10	29522636	29523450	815	-	SVIL	ENSG00000197321	2	2	2	0	0
127702	10	29524028	29524471	444	-	SVIL	ENSG00000197321	0	0	0	0	0
127703	10	29524716	29526960	2245	-	SVIL	ENSG00000197321	0	0	0	0	0
127704	10	29527057	29529704	2648	-	SVIL	ENSG00000197321	0	0	0	0	0
127705	10	29529845	29530606	762	-	SVIL	ENSG00000197321	0	0	0	0	0
127706	10	29530669	29531253	585	-	SVIL	ENSG00000197321	0	0	0	0	0
127707	10	29531289	29532001	713	-	SVIL	ENSG00000197321	0	0	0	0	0
127708	10	29532173	29532528	356	-	SVIL	ENSG00000197321	0	0	0	0	0
127709	10	29533459	29535988	2530	-	SVIL	ENSG00000197321	0	0	0	0	0
127710	10	29551264	29554782	3519	-	SVIL	ENSG00000197321	0	0	0	0	0
127711	10	29554935	29555050	116	-	SVIL	ENSG00000197321	2	2	2	0	0
127712	10	29555109	29563200	8092	-	SVIL	ENSG00000197321	0	0	0	0	0
127713	10	29563293	29569254	5962	-	SVIL	ENSG00000197321	1	1	1	2	0.0178860195900141
